CR Data,CR Hora,CR Tamanho,Dist MME,CA Hora,Contratos,Offset,TP,Pontos,Valor,Cod Status,Status
2021-08-13,10:30,195,225.1600000000035,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-08-16,10:30,490,0,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-08-17,10:30,480,47.44999999999709,10:35,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-18,10:30,355,225.89999999999418,10:50,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-19,10:30,480,0,11:05,1,50,250,-580,-116.0,1,Estopou
2021-08-20,10:30,375,0,10:55,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-23,10:30,260,28.35000000000582,10:55,1,50,250,-360,-72.0,1,Estopou
2021-08-24,10:30,275,408.8000000000029,10:50,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-25,10:30,330,244.77000000000407,10:55,1,50,250,-430,-86.0,1,Estopou
2021-08-26,10:30,335,0,10:45,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-27,10:30,440,0,10:45,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-31,10:30,265,142.22999999999593,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-04-01,10:30,225,0,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-04-05,10:30,190,444.2299999999959,11:45,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-06,10:30,295,0,10:35,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-07,10:30,440,104.22999999999593,12:00,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-04-08,10:30,210,28.94999999999709,11:20,1,50,250,-310,-62.0,1,Estopou
2021-04-09,10:30,380,0,11:40,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-12,10:30,215,85.25999999999476,10:45,1,50,250,-315,-63.0,1,Estopou
2021-04-13,10:30,205,221.7899999999936,10:50,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-14,10:30,310,154.36999999999534,11:30,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-15,10:30,220,354.50999999999476,10:45,1,50,250,-320,-64.0,1,Estopou
2021-04-16,10:30,290,78.94999999999709,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-04-19,10:30,245,17.460000000006403,11:00,1,50,250,-345,-69.0,1,Estopou
2021-04-20,10:30,205,0,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-04-22,10:30,330,121.77999999999884,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-04-23,10:30,380,18.589999999996508,10:35,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-26,10:30,225,10.339999999996508,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-04-27,10:30,245,0,10:50,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-28,10:30,235,184.64999999999418,12:00,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-29,10:30,200,0,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-04-30,10:30,270,0,11:00,1,50,250,-370,-74.0,1,Estopou
2021-07-01,10:30,435,0,10:40,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-07-02,10:30,220,0,10:45,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-07-05,10:30,175,40.08999999999651,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-07-06,10:30,270,191.11999999999534,11:00,1,50,250,-370,-74.0,1,Estopou
2021-07-07,10:30,280,0,10:55,1,50,250,-380,-76.0,1,Estopou
2021-07-08,10:30,355,0,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-07-12,10:30,250,215.39999999999418,11:55,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-07-13,10:30,235,0,10:55,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-07-14,10:30,235,382.8000000000029,10:40,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-07-16,10:30,320,0,11:05,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-07-19,10:30,390,30.410000000003492,10:40,1,50,250,-490,-98.0,1,Estopou
2021-07-20,10:30,335,299.77999999999884,10:50,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-07-21,10:30,290,0,10:50,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-07-22,10:30,400,0,14:50,1,50,250,-500,-100.0,1,Estopou
2021-07-23,10:30,215,172.11000000000058,10:45,1,50,250,-315,-63.0,1,Estopou
2021-07-26,10:30,285,239.72000000000116,10:40,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-07-27,10:30,195,325.4100000000035,11:15,1,50,250,-295,-59.0,1,Estopou
2021-07-28,10:30,425,219.75999999999476,11:15,1,50,250,-525,-105.0,1,Estopou
2021-07-29,10:30,480,0,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-07-30,10:30,285,0,11:10,1,50,250,-385,-77.0,1,Estopou
2021-06-01,10:30,330,789.320000000007,10:55,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-02,10:30,305,18.889999999999418,12:45,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-06-04,10:30,285,0,11:45,1,50,250,-385,-77.0,1,Estopou
2021-06-07,10:30,325,0,11:45,1,50,250,-425,-85.0,1,Estopou
2021-06-08,10:30,195,23.380000000004657,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-09,10:30,270,0,11:00,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-06-10,10:30,305,13.44999999999709,10:45,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-06-11,10:30,320,0,11:00,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-14,10:30,245,212.13999999999942,11:25,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-06-15,10:30,260,0,10:45,1,50,250,-360,-72.0,1,Estopou
2021-06-16,10:30,240,69.7100000000064,10:55,1,50,250,-340,-68.0,1,Estopou
2021-06-17,10:30,435,181.00999999999476,12:10,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-18,10:30,285,0,10:55,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-21,10:30,330,0,11:05,1,50,250,-430,-86.0,1,Estopou
2021-06-22,10:30,205,231.10000000000582,10:55,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-23,10:30,460,98.63999999999942,10:55,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-06-24,10:30,370,0,11:20,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-25,10:30,360,0,11:25,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-28,10:30,225,237.13999999999942,10:35,1,50,250,-325,-65.0,7,Mais provável que estopou para baixo
2021-06-29,10:30,335,0,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-30,10:30,180,0,10:40,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-05-03,10:30,390,0,10:50,1,50,250,-490,-98.0,1,Estopou
2021-05-04,10:30,315,175.5399999999936,11:25,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-05-05,10:30,340,0,11:05,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-05-06,10:30,225,0,10:50,1,50,250,-325,-65.0,1,Estopou
2021-05-07,10:30,200,0,10:40,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-05-10,10:30,205,0,11:30,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-05-11,10:30,395,0,10:40,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-05-12,10:30,300,131.10000000000582,11:00,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-05-13,10:30,210,268.7700000000041,10:40,1,50,250,-310,-62.0,1,Estopou
2021-05-14,10:30,200,341.6399999999994,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-05-17,10:30,325,176.63000000000466,13:15,1,50,250,-425,-85.0,1,Estopou
2021-05-18,10:30,260,0,10:35,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-05-19,10:30,345,0,10:50,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-05-20,10:30,365,0,11:50,1,50,250,-465,-93.0,1,Estopou
2021-05-21,10:30,235,48.570000000006985,12:25,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-05-24,10:30,175,0,10:50,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-05-25,10:30,200,179.27999999999884,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-05-27,10:30,145,299.97000000000116,11:15,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-05-28,10:30,230,0,11:00,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-05-31,10:30,115,137.02999999999884,11:15,1,50,250,-215,-43.0,1,Estopou
2021-03-01,10:30,170,0,10:35,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-02,10:30,370,995.6499999999942,10:35,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-03,10:30,400,0,11:05,1,50,250,-500,-100.0,1,Estopou
2021-03-08,10:30,465,130.86000000000058,10:45,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-09,10:30,280,0,10:35,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-11,10:30,260,48.74000000000524,10:55,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-12,10:30,225,0,10:50,1,50,250,-325,-65.0,1,Estopou
2021-03-15,10:30,250,0,10:55,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-16,10:30,210,0,10:45,1,50,250,-310,-62.0,1,Estopou
2021-03-17,10:30,200,0,11:30,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-18,10:30,470,0,11:35,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-19,10:30,300,0,10:40,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-22,10:30,205,96.16000000000349,10:40,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-23,10:30,310,0,10:40,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-24,10:30,355,0,11:05,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-25,10:30,445,0,11:00,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-26,10:30,205,876.0800000000017,11:00,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-29,10:30,455,97.49000000000524,10:40,1,50,250,-555,-111.0,1,Estopou
2021-03-30,10:30,280,0,10:50,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-31,10:30,340,0,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-10-01,10:30,225,389.7899999999936,11:00,1,50,250,-325,-65.0,1,Estopou
2021-10-04,10:30,200,591.6100000000006,11:15,1,50,250,-300,-60.0,1,Estopou
2021-10-05,10:30,315,0,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-10-07,10:30,235,0,10:45,1,50,250,-335,-67.0,1,Estopou
2021-10-08,10:30,295,485.8000000000029,10:55,1,50,250,-395,-79.0,1,Estopou
2021-10-11,10:30,440,0,10:35,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-10-13,10:30,165,291.4799999999959,10:50,1,50,250,-265,-53.0,1,Estopou
2021-10-14,10:30,305,7.899999999994179,11:35,1,50,250,-405,-81.0,1,Estopou
2021-10-15,10:30,210,94.47999999999593,10:45,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-10-18,10:30,365,130.47000000000116,10:40,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-10-20,10:30,400,237.88999999999942,11:00,1,50,250,-500,-100.0,1,Estopou
2021-10-21,10:30,375,0,10:50,1,50,250,-475,-95.0,1,Estopou
2021-10-25,10:30,480,328.72000000000116,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-10-26,10:30,335,85.77000000000407,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-10-27,10:30,275,471.1499999999942,11:00,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-10-28,10:30,370,0,10:45,1,50,250,-470,-94.0,1,Estopou
2021-09-01,10:30,495,0,10:40,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-09-02,10:30,195,459.6600000000035,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-03,10:30,435,0,11:20,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-06,10:30,210,239.00999999999476,10:45,1,50,250,-310,-62.0,1,Estopou
2021-09-08,10:30,350,578.4499999999971,11:10,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-10,10:30,385,0,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-13,10:30,365,156.5399999999936,10:40,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-14,10:30,160,590.6900000000023,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-15,10:30,320,326.52999999999884,10:50,1,50,250,-420,-84.0,1,Estopou
2021-09-17,10:30,415,408.8099999999977,10:50,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-23,10:30,425,0,10:45,1,50,250,250,50.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-09-24,10:30,435,0,11:40,1,50,250,-535,-107.0,1,Estopou
2021-09-27,10:30,215,116.69999999999709,10:40,1,50,250,-315,-63.0,1,Estopou
2021-09-28,10:30,380,0,10:45,1,50,250,250,50.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-29,10:30,485,0,10:50,1,50,250,-585,-117.0,1,Estopou
2021-09-30,10:30,390,113.91999999999825,10:35,1,50,250,-490,-98.0,7,Mais provável que estopou para baixo
