CR Data,CR Hora,CR Tamanho,Dist MME,CA Hora,Contratos,Offset,TP,Pontos,Valor,Cod Status,Status
2021-03-02,10:10,580,807.9499999999971,10:15,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-02,10:20,395,1223.3899999999994,10:25,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-02,10:30,370,995.6499999999942,10:35,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-02,10:40,535,900.6600000000035,10:50,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-02,11:10,485,418.1999999999971,11:15,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-03,11:10,215,351.3099999999977,11:15,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-03,11:20,280,518.679999999993,11:30,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-03,11:35,495,346.6100000000006,11:45,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-03,11:50,660,519.7400000000052,11:55,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-03,12:00,365,861.4799999999959,12:05,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-04,10:25,295,351.58000000000175,10:30,1,50,50,50,10.0,4,Mais provável que pagou para cima
2021-03-04,10:35,395,320.4799999999959,10:40,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-04,10:50,220,736.5299999999988,11:05,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-04,11:10,290,848.070000000007,11:15,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-04,11:20,290,660.2599999999948,11:25,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-04,11:30,665,626.7400000000052,11:45,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-05,10:45,460,275.1900000000023,10:55,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-05,11:00,320,597.2599999999948,11:05,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-05,11:10,210,770.0099999999948,11:15,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-05,11:20,425,616.4100000000035,11:30,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-05,11:45,510,395.11999999999534,11:50,1,50,50,50,10.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-08,10:00,435,572.7700000000041,10:10,1,50,50,50,10.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
