CR Data,CR Hora,CR Tamanho,Dist MME,CA Hora,Contratos,Offset,TP,Pontos,Valor,Cod Status,Status
2021-11-03,09:15,150,633.2899999999936,09:20,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-11-10,09:15,260,399.9600000000064,09:25,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-11-11,09:15,290,546.1699999999983,09:25,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-11-26,09:15,250,1583.520000000004,10:00,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-11-29,09:15,225,914.1000000000058,09:45,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-11-30,09:15,165,417.8500000000058,09:25,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-02,09:15,205,302.6900000000023,09:50,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-05,09:15,170,914.2299999999959,09:20,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-19,09:15,230,1310.2400000000052,09:20,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-20,09:15,155,464.4799999999959,09:30,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-08-24,09:15,155,786.8500000000058,10:00,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-05,09:15,235,354.6499999999942,09:35,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-04-30,09:15,215,387.820000000007,10:05,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-07-19,09:15,255,1077.5299999999988,09:25,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-07-30,09:15,180,522.6699999999983,09:25,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-06-01,09:15,315,535.1999999999971,10:00,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-06-24,09:15,180,321.070000000007,09:55,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-05-11,09:15,225,564.4900000000052,09:35,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-05-14,09:15,290,501.6999999999971,09:20,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-08,09:15,300,1091.070000000007,09:30,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-10,09:15,215,467.429999999993,09:20,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-03-12,09:15,235,386.6399999999994,09:50,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-03-23,09:15,295,423.75,09:50,1,50,100,-395,-79.0,1,Estopou
2021-10-06,09:15,205,1161.570000000007,09:25,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-10-07,09:15,190,468.8000000000029,09:20,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-10-18,09:15,170,567.8399999999965,09:40,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-10-19,09:15,320,1011.8099999999977,09:35,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-10-21,09:15,285,1128.9199999999983,09:35,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-09-08,09:15,180,624.5200000000041,09:20,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-09-10,09:15,305,982.7299999999959,09:40,1,50,100,100,20.0,4,Mais provável que pagou para cima
2021-09-13,09:15,175,318.6499999999942,09:20,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-09-14,09:15,195,443.33000000000175,09:30,1,50,100,100,20.0,2,"Rompeu para cima, não rompeu para baixo e pagou para cima"
2021-09-21,09:15,215,677.9499999999971,09:30,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-22,09:15,325,1212.6000000000058,09:35,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-24,09:15,200,396.0200000000041,09:25,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
2021-09-28,09:15,240,355.070000000007,09:25,1,50,100,100,20.0,3,"Rompeu para baixo, não rompeu para cima e pagou para baixo"
